step,boid,pos_x,pos_y,vel_x,vel_y
0,0,43.73458932529997,5.512530856602692,0.7058642310972145,-1.4198343106351168
0,1,72.69334016303058,75.14765795518778,-0.25431661238737835,0.5037153204554377
0,2,97.55271894020532,18.09779342980682,0.3826194194080941,0.8690349123911651
0,3,15.808071154483716,24.988242754985382,-0.45989361054013767,0.2247948942007658
0,4,40.57651695141537,29.815015748832195,-0.041466209703272305,0.9826219773410569
0,5,96.76301352601894,1.074497668897214,0.7480047221883371,-0.0306026314053387
0,6,86.41697050115816,42.708873714517104,0.6921209231582031,-0.1235564297140623
0,7,33.60374016675842,21.585396341450295,-0.9695846309625948,0.5139820305707514
0,8,9.984083729902684,43.6142198324811,0.12714834152334464,-0.5252219265532367
0,9,12.2651302507023,62.808138732562576,-1.6978919242092092,-0.1270917324831009
0,10,91.22612949729427,66.21083591977127,-0.1362340442904636,0.08006600399627273
0,11,49.2412958793641,86.5190735222129,-2.124934084393666,-1.2021013828161542
0,12,52.31787057720919,29.4113012062913,1.1949463238956675,0.7558373137493335
0,13,76.75515836676425,18.222359558884985,0.41089053751857896,0.015642791639250503
0,14,28.862370505635106,84.26692841994452,-0.9831203931041639,-0.04638600092679984
0,15,64.20506495723538,7.065695849463431,0.8423819885897857,0.25003887965316296
0,16,89.88416502227338,98.36436065818003,-0.07383049769680206,0.07144698294725799
0,17,38.640823169466,14.88269146187037,0.49637148371905226,0.5065237294940048
0,18,97.67784642879705,28.200603026531322,0.5301531800560171,-0.34088690076161743
0,19,22.674944767931567,57.34936396184248,0.15568575229776022,-0.4813741689953245
0,20,3.506263397787044,19.65202547814568,-0.3933333942184781,-0.04362446249555452
0,21,16.045964538277033,96.4225284903375,-0.530540895302401,1.1150213041599601
0,22,87.50655297131846,25.570260344134933,-0.616979853060967,-0.26949874740353796
0,23,9.793444909082039,5.9414580375929225,0.1936484790274431,0.46631571076518064
0,24,94.65251595926682,11.27869894945305,0.21031212153455092,-0.7055679097300303
0,25,1.6496496121972708,46.01771745494181,-2.5635879923932325,-0.12429043850734561
0,26,70.00860352428113,57.17867007456027,-0.09652593064749282,0.8022619075964976
0,27,32.64399390595391,7.577851525900413,-0.60481928797637,-0.5387979690348007
0,28,67.26377822987469,25.40089003998446,0.29685045294710366,0.16395835298792583
0,29,48.14654889725735,12.493096200076504,1.1133703037731213,0.7434688927060015
0,30,88.54535503745024,78.23462503852065,-1.2299203256374642,-0.10760132489283192
0,31,53.968399688095346,98.22295298392757,-1.2043217957686843,1.83609189129731
0,32,47.62964405636311,26.03467445137563,0.25401079667078386,-0.7644959259125004
0,33,61.21936761480144,89.19257129469844,0.6564587861362112,0.2668949808338301
0,34,74.72139660440057,45.324696229847305,0.678985336740475,0.07631919595540798
0,35,3.7761787953313464,-0.14767232107783235,-1.008502703140885,-0.5476855411398001
0,36,19.830348950379843,64.51373377013458,0.5458030142412701,1.2088765551118437
0,37,67.7735452706636,46.88141301988346,0.045257988537536264,0.2106832905994962
0,38,57.366977997260015,49.54763373031881,-0.7371450256828737,0.5777800479214719
0,39,99.18200043547958,32.01474680161638,0.49282232228547085,0.8840358515213306
0,40,58.34314398981735,89.476143997959,-0.44082342217003556,0.42402744519400837
0,41,12.601747198337973,46.35669600105994,0.06287682733800692,-0.10276574528980376
0,42,18.019121095133695,86.27164068753598,-0.6862787572801261,0.2989753297965334
0,43,32.00578600729523,63.86906666117719,-0.5781229192023205,0.01764503596512737
0,44,87.88844089271291,2.2730599674188494,-0.8015746047193426,0.086429546265681
0,45,92.3922981466365,78.65089805031778,0.7461309297199579,-0.06803874190980486
0,46,85.00686580871499,14.119588973630952,-0.7743460566577367,0.3335921262109504
0,47,97.83110176145841,90.3548066719164,0.09235405689562959,0.04038606442088492
0,48,42.173865298284085,55.56028095909597,0.04535989824489561,0.3662737715292708
0,49,68.79481300043847,98.00654020275236,-0.33147592790890135,0.10444669259367417
1,0,43.66963191256267,4.219000146575423,-0.0649574127373006,-1.293530710027269
1,1,72.28953225561526,74.66261023390325,-0.4038079074153205,-0.4850477212845279
1,2,98.02180980145593,18.934675941555515,0.46909086125060506,0.8368825117486931
1,3,15.286692851408509,24.214929622676056,-0.521378303075208,-0.7733131323093247
1,4,39.744200316987424,30.27414813272388,-0.8323166344279441,0.4591323838916834
1,5,97.50245322666458,0.9394489553246788,0.7394397006456442,-0.13504871357253534
1,6,86.26180058393065,43.11644648923306,-0.15516991722751272,0.4075727747159591
1,7,32.92467348382148,22.44535913369749,-0.6790666829369406,0.859962792247194
1,8,9.53498030353858,42.62069603561425,-0.4491034263641046,-0.9935237968668443
1,9,10.587928706678824,62.54814625453094,-1.677201544023478,-0.2599924780316311
1,10,92.07408847110453,66.46800105736732,0.8479589738102579,0.25716513759605264
1,11,46.905343200475535,85.6805384618156,-2.3359526788885656,-0.8385350603972989
1,12,53.458734334070776,30.25070559844598,1.1408637568615845,0.8394043921546811
1,13,75.7972417559513,19.564069122418744,-0.95791661081294,1.3417095635337566
1,14,28.368374318111975,85.09275656216991,-0.49399618752312885,0.8258281422253972
1,15,64.05216483644845,7.218711418749179,-0.15290012078692183,0.15301556928574842
1,16,89.1549650377165,97.68049920367095,-0.7291999845568884,-0.6838614545090882
1,17,38.7020955225104,14.896743713873963,0.06127235304439782,0.014052252003591892
1,18,97.11137616981817,28.650015270468025,-0.5664702589788799,0.4494122439367041
1,19,22.408863931058136,56.550656779660926,-0.26608083687343304,-0.7987071821815489
1,20,2.18813358710821,19.227938680980735,-1.3181298106788337,-0.42408679716494635
1,21,15.408201582666779,96.54331469665422,-0.6377629556102538,0.1207862063167291
1,22,87.59381058289691,26.010726098237097,0.0872576115784538,0.4404657541021644
1,23,9.884746207047675,6.526122041520452,0.09130129796563646,0.5846640039275297
1,24,94.17004733852347,10.614879302115982,-0.4824686207433453,-0.6638196473370679
1,25,-0.8362697865845532,46.20050792711369,-2.485919398781824,0.182790472171884
1,26,69.88544484201883,56.9812866967973,-0.12315868226229394,-0.19738337776297654
1,27,32.08396113836054,6.99967372716984,-0.5600327675933718,-0.5781777987305726
1,28,66.75683466259906,26.159756094262402,-0.5069435672756324,0.7588660542779424
1,29,49.78300992115598,13.482000018648408,1.6364610238986317,0.9889038185719043
1,30,87.32119784919442,78.02844451920687,-1.224157188255822,-0.20618051931377418
1,31,52.656834238821,100.01302058426714,-1.311565449274347,1.7900676003395715
1,32,47.62826562512008,25.156001523168953,-0.0013784312430317192,-0.878672928206677
1,33,61.88281030278918,89.20812319121764,0.6634426879877388,0.015551896519199138
1,34,75.48482554750647,45.63566955724486,0.7634289431059096,0.3109733273975531
1,35,2.957771408155674,0.6363686713823288,-0.8184073871756725,0.7840409924601611
1,36,20.336095105959636,66.1779152330421,0.5057461555797936,1.6641814629075231
1,37,66.07521957850302,47.905706324399915,-1.6983256921605796,1.0242933045164548
1,38,56.486312727102735,49.76682047641051,-0.8806652701572784,0.21918674609170358
1,39,99.36062059952404,33.20523452281415,0.17862016404445946,1.1904877211977682
1,40,56.202351105715785,89.26431065491103,-2.1407928841015638,-0.2118333430479663
1,41,12.302070239257489,46.949918656133406,-0.29967695908048386,0.5932226550734667
